"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106","Vogue1B.01.01","Vogue1B.01.03","Vogue1B.01.04","Vogue1B.01.05","Vogue1B.01.06","Vogue1B.01.08","Vogue1B.01.09","Vogue1B.01.11","Vogue1B.01.12","Vogue1B.01.13","Vogue1B.01.15","Vogue1B.01.17","Vogue1B.01.21","Vogue1B.01.26","Vogue1B.01.27","Vogue1B.01.32","Vogue1B.01.34","Vogue1B.01.36","Vogue1B.01.37","Vogue1B.01.38","Vogue1B.01.40","Vogue1B.01.43","Vogue1B.01.48","Vogue1B.01.51","Vogue1B.01.52","Vogue1B2.01.06","Vogue1B2.01.07","Vogue1B2.01.08","Vogue1B2.01.09","Vogue1B2.01.10","Vogue1B2.01.11","Vogue1B2.01.12","Vogue1B2.01.15"
"11","Human herpesvirus 4 type 1",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,121,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Human mastadenovirus E",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Human papillomavirus",1,0,2,0,0,0,6,1,0,0,7,1,0,2,1,0,0,0,5,0,0,2,121,0,0,0,2,0,32,16,0,1,1,169,0,2,2,40,36,0,17,3,564,1,0,0,9,0,0,0,0,0,0,0
"14","Human papillomavirus type 45",1,0,0,3,0,2,1,1,0,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,17,1,4,2,5,1,1,2,38,0,1,0,0,1,0,0,19855,3,1,1,0,1,3,0
"15","Human papillomavirus type 67",1,0,0,1,0,0,0,0,0,0,0,0,0,0,481,0,0,0,1,0,0,0,0,0,0,0,0,0,75,845,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Human papillomavirus type 83",1,1,0,4,2,3,0,0,3,10,4,2,0,17,50437,3,3,0,1,3,0,1,0,0,1,2,5,15641,5,3,2,0,1,2,2,2,0,15,8,0,9,7,9045,0,3,0,1,0,0,3,6,2,0,2
"17","Human papillomavirus type 84",1,0,18,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,1,0,0,0,5,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,0,0,1,0,471,0,0,0,0,0,0,0,0,1,0,0
"18","Human papillomavirus type 90",1,0,10637,2,0,0,1,1,1,0,1,3,0,19,3,1,0,1,1,1,0,1,0,2,1,0,0,0,1,1,0,0,3,2,0,0,0,1,1,4,2,4,6091,1,1,0,0,0,1,1,7,0,0,0
"19","Lactobacillus phage Lv-1",1,0,43,7,0,0,0,0,35,0,2,0,1,0,3,0,0,0,56,0,2,0,9,0,40,0,0,0,1,0,0,0,0,24,1332,3,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,100,0
"20","Megavirus courdo11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,289,6,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0
"21","Murid herpesvirus 1",1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"22","Olive latent virus 3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Orf virus",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Pandoravirus dulcis",1,0,3,0,1,1,1,1,1,0,1,0,1,1,0,3,2,0,0,0,0,0,1,1,0,0,0,36,0,2,1,1,1,0,3,3,2,2,0,5,21,1,1,5,2,0,0,0,0,0,1,2,1,0
"25","Paramecium bursaria Chlorella virus FR483",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26","Pithovirus sibericum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"27","Propionibacterium phage PHL116",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Pseudomonas phage Phi-S1",1,0,0,0,2,0,0,0,0,0,1,10,25,0,0,40,0,0,4,0,11,3,1,0,0,4,6,0,1,1,0,0,0,0,0,0,25,2,1,36,1,1,9,0,0,0,0,0,0,4,0,0,1,0
"29","Pseudomonas phage phiIBB-PF7A",1,0,0,1,10,0,0,1,2,0,0,59,157,0,13,122,2,6,11,0,6,0,0,0,6,10,37,0,0,10,4,1,0,3,2,0,6,2,13,81,3,17,2,2,0,0,8,0,0,89,0,0,0,0
"30","Ranid herpesvirus 2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Rhodoferax phage P26218",1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
"32","SEN virus",1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"33","Simian adenovirus B",1,0,1,3,2,2,0,1,0,1,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,3,0,1,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"34","Siphoviridae",1,1,3,2,2,0,0,2,1,1,2,75,1079,0,7,31,25,6,15,0,1,0,0,0,13,0,0,0,138,0,10,2,1,1,15,15,0,2,654,118,1,64,0,0,0,0,1026,0,1,89,0,0,4,1
"35","Siphovirus contig89",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,723,0,0,0,0,1,0,0,0,4,0,0,1,129,0,0,3,0,219,0,26,0,0,0,0,0,0,4,0,0,1,0,0
"36","Spodoptera exigua multiple nucleopolyhedrovirus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"37","Spodoptera frugiperda multiple nucleopolyhedrovirus",1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0
"38","Streptococcus phage 5093",1,0,0,1,0,0,2,2,0,0,0,0,0,1,1,2,2,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11189,0,2,0,0,1,0,0,52,0,0,2,4,0,0,0
"39","Synechococcus phage Syn19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"40","TTV-like mini virus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,59,11,0,0,1,0,0,0,0,0,0,0,0,0
"41","Tursiops truncatus papillomavirus 1",1,0,2,0,3,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,1,1,0,0,0,0,0,0,0
"42","Verrucomicrobia phage P8625",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"43","White spot syndrome virus",1,0,7,4,4,4,8,5,0,4,0,0,5,2,0,22,4,0,0,1,0,1,1,0,0,1,17,0,6,2,7,1,0,0,1,2,0,7,50,0,5,0,0,11,0,0,0,0,1,0,0,1,5,0
"44","Alphapapillomavirus 3",2,1,3,4,0,3,2,4,2,5,2,2,6,14,1027,5,3,5,5,8,2,1,10,3,2,7,1,33,8,1,0,5,6,106,59,9,3,29054,0,9,10,5,2209,6,1,1,1,9,4,5,4,0,0,2
"45","Elephantid herpesvirus 1",2,0,0,2,2,2,1,3,0,2,2,2,0,4,0,3,1,0,2,2,2,3,3,0,1,1,1,0,0,1,0,0,7,0,1,5,0,1,0,0,7,1,0,5,0,0,0,3,4,0,4,8,1,0
"46","Emiliania huxleyi virus 99B1",2,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"47","Human papillomavirus type 32",2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,67,0,0,0,0,0,1,6080,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0
"48","Human papillomavirus type 42",2,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,441,0,1,0,0,699,0,0,0,0,0,1,7,2,1542,1,0,0,16,0,0,0,1,0,0,0
"49","Human papillomavirus type 71",2,0,1,7,1,7,1,10,0,5,5,5,2,3,5,1,6,3,2,4,2,1,2,2,0,5,0,0,3,0,0,3,7,4,2,2,6,5,1,6,66688,2,1,6,5,0,4,4,3,1,2,2,5,4
"50","Human papillomavirus type 81",2,0,1,0,2,1,0,1,3,4,1,0,1,9,26,1,3,1,3,3,0,0,1,0,1,0,1,1,41,1,2,0,0,417,751,7,0,23,117,2,2805,15,12610,519,1,0,0,0,2,0,6,1,1,1
"51","Human papillomavirus type 87",2,0,1,2,1,3,0,4,1,2,2,1,1,12,1,1,0,1,0,2,1,0,7,0,1,2,0,0,0,0,1,2,1,5,74,7,2,27990,1,7,1,4,37,7,0,0,0,7,0,1,0,6,0,1
"52","Lymantria dispar multiple nucleopolyhedrovirus",2,0,1,0,1,0,1,1,0,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,3,5,1,0,0,0,1,3,0,0,0,0,0,1,0
"53","Micromys minutus papillomavirus 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Orgyia leucostigma NPV",2,0,3,4,1,0,4,3,0,5,1,2,4,2,1,2,5,1,3,7,0,1,5,1,0,2,3,0,0,14,0,1,1,1,3,2,0,1,0,3,4,1,0,2,3,0,2,1,0,0,1,0,0,0
"55","Paramecium bursaria Chlorella virus CvsA1",2,0,0,4,0,2,1,0,0,0,0,0,6,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"56","Phaeocystis globosa virus",2,0,12,3,10,3,2,8,1,1,3,39,28,3,1,52,5,1,11,6,5,3,7,2,5,9,3,0,5,9,0,0,3,3,0,10,85,1,4,4,7,0,2,15,0,3,2,0,3,0,4,2,3,1
"57","Phaeocystis globosa virus 12T",2,0,2,0,2,1,0,3,1,0,1,1,4,0,0,0,0,0,0,4,3,0,1,1,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,1,0,2,0,1,0
"58","Podoviridae",2,0,13,1,5,1,1,2,0,1,1,30,278,1,7,162,0,2,22,4,11,5,0,0,2,17,35,1,36,30,2,0,0,3,1,1,131,7,9,277,3,11,112,1,1,17,17,0,1,191,1,0,0,0
"59","Viruses",2,1,3,2,2,0,0,0,1,2,3,3,706,0,1,0,1,4,10,0,1,12,56,0,9,57,136,0,34,21,28,14,1,4,10,0,265,30,2633,496,12,0,0,0,36,0,44,0,1,0,0,1,153,2
"60","Acanthocystis turfacea Chlorella virus 1",3,0,3,2,7,2,3,2,0,3,3,3,0,0,1,1,5,1,1,2,2,0,4,0,0,9,3,0,0,3,0,0,10,1,1,5,19,4,1,3,4,1,0,20,0,0,1,1,1,1,0,6,3,1
"61","Andrias davidianus ranavirus",3,0,2,1,1,1,2,4,1,2,3,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,6,0,1,3,0,8,0,0,2,0,0,0,2,2,0,1,8,0,0
"62","Clostridium phage phiCT9441A",3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0
"63","Enterococcus phage EFLK1",3,0,0,0,0,0,3,4,2,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"64","Human papillomavirus type 6",3,0,8,7,6,3,7,9,4,3,7,4,5,9,7,8,6,2,11,2,4,4,6,5,6,1,10,6,5,4,25,4,11,98,28,47,7,6,3,28,34,101,117669,11,1,0,36,4,4,6,44,1,1,2
"65","Human papillomavirus types",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66","Klebsiella phage NTUH-K2044-K1-1",3,0,1,1,5,2,1,3,2,1,2,0,1,4,0,2,6,1,2,0,0,0,7,1,1,2,1,0,4,1,0,2,2,0,1,4,0,6,3,1,6,1,0,4,1,4,0,1,0,0,2,0,17,1
"67","Mastadenovirus",3,3,8,14,6,3,5,5,4,5,4,2,88,4,0,3,8,1,4,1,3,0,3,1,4,1,2,1,0,2,4,4,3,1,2,5,6,0,15,0,4,1,1,5,4,0,5,315,3,2,5,0,0,9
"68","Pandoravirus inopinatum",3,1,0,1,2,1,0,4,0,2,1,1,0,3,2,2,1,1,2,3,1,1,0,1,0,15,1,1,2,1,0,1,1,0,2,3,1,2,0,42,2,1,5,2,3,0,1,1,1,1,1,4,0,2
"69","Paramecium bursaria Chlorella virus AP110A",3,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,17,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0
"70","Pipapillomavirus",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","unclassified T7-like viruses",3,1,12,3,9,1,11,14,2,0,1,55,264,1,16,251,2,6,24,10,18,3,2,0,20,23,14,3,12,4,18,1,1,18,12,1,228,4,93,398,2,16,40,1,2,21,26,0,1,201,0,2,15,0
"72","Lactobacillus phage phiAQ113",4,0,45,0,0,0,0,0,35,0,3,2,1,1,0,0,0,38,43,0,0,13,0,0,46,0,0,0,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,0,0,46,0,0,0,0,0,0,2,10
"73","unidentified phage",4,32,0,1,0,0,0,0,0,3,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,10,4,0,56,0,0,0,0,71,2,0,3,61,0,0,0,5,0,0,0,0,0,0,0
"74","Brochothrix phage NF5",5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,0,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"75","Emiliania huxleyi virus 156",5,1,3,6,1,2,2,2,3,1,6,3,30,2,0,8,15,1,3,3,4,1,5,0,2,49,1,0,0,4,5,0,3,0,0,7,0,6,17,1,13,1,1,11,2,110,0,3,2,0,1,3,39,0
"76","Hyposoter fugitivus ichnovirus",5,0,2,0,3,2,0,2,0,0,2,0,0,2,0,0,3,0,1,5,4,0,1,0,0,0,2,0,0,0,0,0,3,0,0,5,0,2,2,1,12,0,0,0,0,0,0,0,4,0,2,6,0,0
"77","Megavirus lba",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
"78","Pseudomonas phage phi15",5,1,26,9,29,0,11,3,1,2,2,347,554,1,35,653,6,8,92,7,38,23,0,0,27,110,81,1,15,28,44,14,1,27,6,3,486,21,49,302,7,22,231,2,2,283,51,1,2,837,0,0,71,1
"79","Alphapapillomavirus 6",6,0,5,5,5,3,1,7,2,5,5,3,1,15,2,2,2,1,4,7,0,6,2,5,5,4,1,3,4,0,4,3,6,72257,9,4,2,6,1,5,2,18,8,4,2,6,6386,2,8,1,3,2,0,4
"80","Avian sarcoma virus 31",6,1,9,2,3,5,7,4,3,5,1,1,9,2,1,3,8,0,4,6,5,1,6,1,2,14,1,0,2,4,0,0,2,2,1,12,1,3,1,4,6,0,2,4,0,2,0,1,2,0,1,1,1,3
"81","Epstein-barr virus strain ag876",6,0,15,5,10,0,7,0,1,9,0,1,10,2,0,1,5,0,0,2,3,0,8,0,3,9,5,0,0,8,1,0,6,0,0,4,0,3,6,0,5,1,3,1,0,6,0,2,1,0,0,1,2,0
"82","Human papillomavirus type 72",6,0,11,16,7,10,6,9,7,7,14,9,4,9,4,14,7,4,19,5,5,6,8,2,7,7,6,8,169,6,31,8,23,47,26,56,12,28,5,26,151,147,187972,16,2,0,1,0,11,6,57,9,1,4
"83","Human papillomavirus type 74",6,0,9,6,12,8,3,10,3,7,5,6,6,11,2033,5,5,5,5,4,5,10,6,1,10,4,2401,3,3,2,0,3,13,129277,809,4,7,14,2,10,8,36,6,8,1,13,1723,2,3,6,8,7,0,3
"84","Indian citrus ringspot virus",6,1,3,1,3,1,3,1,1,0,1,1,23,2,3,3,5,0,1,2,1,0,5,0,0,20,5,0,0,1,1,0,3,1,0,4,0,5,6,9,5,0,0,2,2,27,0,1,2,0,1,1,2,0
"85","Pigeon adenovirus 1",6,2,4,12,10,9,3,0,4,8,7,4,105,5,0,7,6,0,8,12,1,0,3,0,8,40,8,0,4,2,4,0,7,1,0,5,4,13,7,3,12,2,0,13,0,98,0,0,2,0,1,2,21,1
"86","Torque teno virus",6,1,0,1,17,25,1,5,0,1,0,0,1,0,0,218,0,0,0,0,0,1,0,0,0,22,0,0,34,4,1,0,0,12,18,0,0,21,6,0,0,19,0,30,16,0,0,0,0,0,0,0,0,0
"87","Alphapapillomavirus 10",7,1,8,8,9,0,11,9,9,9,6,4,5,3,47,4,5,1,10,3,4,4,7,1,4,1,21,14,3,2,12,10,8,753,1862,22,5,3,1,7,17,55,63777,2,1,0,16,4,3,3,17,6,0,1
"88","Bacillus phage SIOphi",7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"89","Enhydra lutris papillomavirus 1",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Human mastadenovirus D",8,4,62,21,4,15,11,22,3,17,14,3,68,6,6,8,4,4,7,7,8,5,9,5,9,7,10,8,9,10,0,17,4,8,16,10,72,13,1,8,9,9,5,14,5,2,8,3174,6,2,9,8,7,84
"91","uncultured marine virus",8,8,1,0,0,2,0,0,0,0,1,0,2,0,0,6,1,0,1,1,1,6,1,0,0,2,1,18,12,1,0,3,0,28,4837,3,0,4,0,0,0,0,9,1,11,0,1,0,0,0,0,0,0,0
"92","Emiliania huxleyi virus 145",9,1,5,9,9,1,4,4,5,10,5,3,4,2,24,0,5,0,0,3,7,8,9,2,8,4,2,0,36,3,0,1,1,0,0,12,0,7,2,0,5,0,0,6,2,0,0,1,3,0,3,2,8,0
"93","Human papillomavirus type 103",9,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Human papillomavirus type 108",9,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Human papillomavirus type 56",10,2,25,19,19,15,7,26,12,24,9,8,10,14,9,9,19,5,11,19,9,17,7,12,9,11,12,6,5,9,38,16,17,319075,24,11,12,20,12,21,18,70,16,26,6,21,28590,8,10,16,10,10,3,7
"96","Pandoravirus salinus",10,1,7,7,18,13,9,14,3,11,15,8,2,6,1,33,21,2,8,14,7,3,17,3,3,13,7,0,3,8,5,17,18,6,0,19,0,10,5,10,143,16,0,29,1,0,1,12,15,1,13,24,3,2
"97","Staphylococcus phage IME-SA2",10,11,9,6,13,6,6,12,3,8,3,8,16,11,4,4,26,1,9,16,10,6,4,1,7,23,2,0,2,2,1,0,12,4,1,7,0,13,6,3,24,1,1,26,1,2,1,2,8,1,4,5,1,0
"98","Lymphocryptovirus",11,2,22,16,10,43,12,23,6,31,14,10,12,22,12,7,9,8,5,6,11,131,15,155298,14,18,12,13,200,13,234,20,10,19,406,23,3,15,0,20,9,4,9,17,6,0,4,25,5,6,14,8,1,9
"99","Human papillomavirus type 31",12,1,13,17,14,11,11,24,5,19,6,85,10,15,13,27,59,141,189254,20,5,9,16,5,18,8,5,11,6,9,13,14,10,7,6,13,6,8,0,8,6,10,32,13,3,0,7,4,3,4,8,15,1,9
"100","Lactobacillus phage KC5a",12,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,8,0,1,0,0,1,118,0,0,0,231,0,0,0,0,8,0,0,1,0,0,19,11,37,0,0,0,27,0,0,5,0,2,15,0,1,331,0
"101","Alphapapillomavirus 8",13,0,0,0,0,0,0,0,0,0,235,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
"102","Human papillomavirus type 62",13,0,24,15,25,17,12,28,12,20,21,7,9,39,4572,17,8,6,16,13,11,7,12,11,12,23,116,8,29,6,8,41,32,64,19,138,25,346460,1652,49,53,21,11057,36,10,0,9,61,8,30,22,20,3,11
