"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106"
"25",333769,1,0,3206,2,0,0,1,1,1,0,0,2,0,11,2,0,0,1,1,1,0
"26",333772,1,1,0,3,2,3,0,0,2,10,4,2,0,15,40641,1,2,0,0,1,0
"27",36352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",37120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0
"29",389214,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",396034,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"31",399781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",44088,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"33",445684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",490711,1,0,3,4,1,0,4,3,0,4,1,1,4,2,1,2,5,1,2,6,0
"35",578234,1,0,43,7,0,0,0,0,35,0,2,0,1,0,3,0,0,0,56,0,2
"36",626962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",664732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",693272,1,1,0,0,0,0,0,0,1,0,0,0,19,2,0,0,0,0,0,12,0
"39",754068,1,1,4,0,3,1,2,0,1,1,3,0,2,0,0,1,2,2,0,2,2
"40",857312,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"41",936059,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"42",93678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"43",10239,2,1,3,2,2,0,0,0,1,2,3,3,706,0,1,0,1,4,10,0,1
"44",10449,2,0,1,0,1,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,0
"45",10568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",10590,2,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"47",1194091,2,0,1,1,5,2,1,3,2,1,2,0,1,4,0,1,6,1,2,0,0
"48",120686,2,0,1,5,1,6,1,8,0,4,4,4,2,2,5,1,5,1,1,4,1
"49",1278254,2,0,0,4,0,2,1,0,0,0,0,0,6,1,0,2,1,0,0,0,0
"50",1398177,2,0,2,1,1,1,2,3,1,2,3,0,0,1,0,1,0,0,1,1,0
"51",146015,2,0,0,2,2,2,1,3,0,2,2,2,0,4,0,3,1,0,2,2,2
"52",187397,2,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,2,0,1,0,2
"53",251749,2,0,11,3,9,3,2,6,1,1,3,2,6,2,1,51,5,1,9,6,5
"54",333763,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"55",755273,2,0,2,0,2,1,0,3,1,0,1,1,4,0,0,0,0,0,0,4,3
"56",10509,3,3,8,13,6,3,5,5,4,4,4,2,80,4,0,3,7,1,3,1,3
"57",1278246,3,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0
"58",1567014,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0
"59",1605721,3,1,0,1,1,0,0,3,0,1,0,1,0,1,0,1,1,0,1,2,1
"60",1640885,3,0,0,0,0,0,3,4,2,1,1,0,0,0,0,0,0,0,0,0,4
"61",173087,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",322019,3,0,3,1,7,2,3,2,0,3,3,3,0,0,1,1,5,1,1,2,2
"63",334211,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",988656,3,1,3,1,2,0,0,0,0,2,0,2,20,1,0,3,0,0,21,2,4
"65",1206110,4,0,45,0,0,0,0,0,35,0,3,2,1,1,0,0,0,38,43,0,0
"66",38018,4,32,0,1,0,0,0,0,0,3,0,0,4,0,2,0,1,0,0,0,0
"67",44028,4,0,8,4,9,7,2,7,2,5,4,6,6,9,2027,3,5,1,5,3,5
"68",1235314,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",130310,5,3,52,17,4,12,10,16,3,12,14,3,11,3,5,6,3,4,4,4,6
"70",1421422,5,1,3,6,1,2,2,2,3,1,6,3,30,2,0,8,15,1,3,3,4
"71",265522,5,0,2,0,3,2,0,2,0,0,1,0,0,2,0,0,3,0,1,5,4
"72",333754,5,1,7,6,9,0,7,5,7,4,5,3,4,1,47,2,2,1,9,2,3
"73",764561,5,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"74",104664,6,1,3,1,3,1,3,1,1,0,1,1,22,2,3,3,5,0,1,2,1
"75",333770,6,0,11,9,5,10,3,6,6,5,9,6,3,8,4,13,6,2,17,5,5
"76",337050,6,0,4,5,4,3,1,4,2,4,5,3,0,13,1,1,2,0,3,7,0
"77",35270,6,1,9,1,3,5,6,4,3,4,1,1,9,2,1,3,8,0,4,6,5
"78",68887,6,1,0,1,17,25,1,5,0,1,0,0,1,0,0,218,0,0,0,0,0
"79",764030,6,2,3,10,10,8,3,0,4,8,6,4,105,5,0,7,6,0,8,12,1
"80",82830,6,0,15,5,10,0,7,0,1,9,0,1,10,2,0,1,5,0,0,2,3
"81",1285382,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0
"82",10375,8,1,20,10,8,39,11,19,5,25,11,7,11,19,11,4,8,8,3,6,11
"83",1472717,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"84",186617,8,8,1,0,0,2,0,0,0,0,1,0,2,0,0,6,1,0,1,1,1
"85",10596,9,2,22,15,17,14,6,23,10,19,9,6,8,10,8,6,15,3,10,16,7
"86",1421421,9,1,5,8,8,1,4,3,5,10,5,3,4,2,24,0,5,0,0,3,7
"87",334210,9,0,20,11,20,12,10,20,11,13,18,3,7,33,4409,13,5,3,12,11,9
"88",338323,9,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
"89",565537,9,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
"90",1349410,10,1,7,5,18,13,9,13,3,11,15,8,2,6,1,33,20,2,8,14,7
"91",1610831,10,11,9,6,13,6,6,12,3,7,3,8,16,11,4,4,25,1,8,16,10
"92",10585,11,0,11,13,10,7,11,13,4,11,5,81,9,14,11,26,58,133,184099,18,5
"93",363555,12,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,8,0,1,0,0
"94",196894,13,1,12,4,2,0,5,2,0,2,63,2,20,1,2,4,3,7,10,3,1
"95",333757,13,0,0,0,0,0,0,0,0,0,235,0,0,0,9,0,0,0,0,0,0
"96",10370,15,2,14,7,27,12,9,32,7,10,13,7,3,10,1,10,30,1,8,20,12
"97",496874,15,7,0,1,0,0,0,0,6,0,2,0,237,0,0,0,1,57,8,0,0
"98",1484958,17,0,14,10,12,12,4,9,4,13,12,7,7,15,103,13,14,3,26,12,11
"99",915425,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"100",419435,24,3,19,6,22,12,15,24,2,14,19,5,1,8,2,43,28,4,16,27,12
"101",10376,28,4,44,53,29,180,35,48,24,44,37,53,22,39,21,20,25,14,34,26,42
"102",139871,35,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,23,7,0,0,0
"103",1128131,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",10618,44,0,11,2443,9,10,8,11,6,5,4,5,4,7,1,3,2,2,4,4,4
"105",202252,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",346673,57,12,75,85,63,48,23,52,47,42,49,56,139,18,16,42,80,7,41,59,39
"107",1,60,26,137,62,42,3,8,15,337,29,151,76,607,10,15,38,32,14742,446,5,13
"108",151340,62,1,1081,1016,47,27,53,37,25,30,182,58,18,643,12287,37,48,94,100605,31,35
"109",202250,64,3,56,64,46,70,51,59,60,188,38,46,51,91,1025624,47,49,35,43,52,29
"110",372443,78,23,120,117,81,78,42,97,47,60,59,73,211,37,23,142,112,11,43,66,72
"111",755272,103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"112",10615,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",106332,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"114",1094892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",1133022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",1144381,0,1,2,1,2,0,1,0,1,0,2,0,0,1,0,0,2,0,1,5,0
"117",1211387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",1327037,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"119",1474867,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"120",1498168,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"121",1592335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",46924,0,1,6,2,1,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"123",481851,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"124",691966,0,1,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
"125",931244,0,1,4298,1,0,0,0,0,0,1,1,0,0,7,1,1,0,0,1,0,0
"126",1084719,0,2,1,0,1,0,3,0,1,0,5,0,26,0,0,0,0,1,0,0,3
"127",1262540,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",573174,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",10325,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",1640978,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0
"131",1296660,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"132",46021,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"133",10288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",10345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",10397,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,1
"136",10492,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"137",10508,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"138",10611,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"139",1128424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",1141135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",1141137,0,0,1,0,2,0,0,0,0,0,0,77,0,0,8,16,0,1,2,0,0
"142",11652,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"143",11676,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,3,1
"144",1168813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",1195167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",1219875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"147",1307956,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"148",1654582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"149",230871,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0
"150",28288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",337039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"152",338326,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",35237,0,0,1,1,1,2,1,2,0,1,1,0,3,0,0,0,5,1,4,0,1
"154",359919,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"155",37116,0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,1,2,0,2,0,1
"156",37119,0,0,1,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0
"157",45617,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
"158",47929,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"159",768738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",90410,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,12,0,0
"161",11723,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"162",1204539,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"163",1247379,0,0,2,0,0,0,0,0,0,0,1,6,6,0,1,1,1,0,1,0,6
"164",1278272,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",1289596,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",1449437,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",39457,0,0,2,0,0,0,3,2,0,0,0,0,1,1,1,1,0,1,0,0,1
"168",417280,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"169",558016,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0
"170",180230,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
"171",28883,0,0,3,0,0,0,2,0,0,0,0,0,99,0,2,1,2,1,3,1,0
"172",28278,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"173",438780,0,0,6,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
"174",342409,0,0,7,4,2,4,8,5,0,4,0,0,3,0,0,19,2,0,0,1,0
"175",1204521,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",37105,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0
"177",150546,0,0,18,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0
"178",12417,0,0,21,0,2,0,0,0,781,1,0,0,415,0,27,1,425,2440,709,0,6
"179",1416334,0,0,24,0,4,0,0,0,12,0,2,32,0,0,1,0,0,12267,433,0,0
"180",10586,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"181",1500801,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"182",10279,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",1552735,0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,2
"184",10280,0,0,110,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"185",52979,0,0,174,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",333766,0,0,251,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"187",10359,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0
"188",10360,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",10573,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51,0,0,0,1,0,0
"190",108098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",12049,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"192",12333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"193",1273711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",1298531,0,0,0,1,0,0,2,2,0,0,2,0,0,1,0,0,1,0,0,0,0
"195",1541883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",1606502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",1636617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",1647385,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
"199",186765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",236210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",307454,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"202",333750,0,0,0,1,1,0,0,0,0,1,1,0,0,0,631,0,0,0,7,0,0
"203",333765,0,0,0,1,0,0,0,1,0,0,1,1,1,41,0,2,0,1,12,1,1
"204",340016,0,0,0,1,0,0,0,0,0,0,0,33,38,0,0,1,0,0,0,0,0
"205",35278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",51677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",633135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",646413,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1,2,0,0,2,0
"209",871584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",10595,0,0,0,2,2,0,0,0,0,1,0,3,0,2583,0,0,0,0,1,1,1
"211",181216,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,0,11,1,1
"212",338327,0,0,0,2,0,0,1,0,0,3,0,1,1,0,8687,1,0,0,0,1,0
"213",32604,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",372457,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",665883,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",754057,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",111469,0,0,0,0,1,0,1,0,0,0,0,7,1,0,0,0,1,0,0,0,2
"218",1161901,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"219",1161906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",1204538,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"221",1399941,0,0,0,0,1,0,0,1,1,0,8,0,21,0,0,0,0,11,8,0,0
"222",1412875,0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
"223",1421424,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"224",1510155,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",1589751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",1642929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"227",186764,0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
"228",337041,0,0,0,0,1,0,0,0,0,0,1,0,0,1,378,0,0,0,26,0,0
"229",45455,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,2,1,1
"230",654916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",687349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"232",756277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",766178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"234",990305,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2,3
"235",306323,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",196896,0,0,0,0,5,0,0,0,0,0,0,8,104,0,0,133,8,0,0,0,1
"237",432261,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"238",1567453,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"239",10371,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"240",1144382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",12402,0,0,0,0,0,1,0,0,0,0,1,1,43,1,2,0,0,0,0,0,0
"242",1567484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"243",208973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",331278,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0
"245",333771,0,0,0,0,0,1,0,0,3,4,1,0,1,8,22,0,1,1,3,2,0
"246",363628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"247",373996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",427343,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",687350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",74660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",10398,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"252",687329,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0
"253",10292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",120574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",1289473,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"256",138184,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"257",1468179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",1597976,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0
"259",1610872,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"260",181215,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"261",305674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",384848,0,0,0,0,0,0,1,0,2,0,0,0,3179,0,0,0,0,0,0,0,0
"263",1572754,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",1162290,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",1472342,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",1070408,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",104240,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"268",10588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",1220601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",12657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"271",1608323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"272",29250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"273",317878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"274",379891,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"275",444862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",51368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"277",929832,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",1127514,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",1527771,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
