"","variable","glm.eBH","kw.eBH","signif"
"39","Tampon.use.1mth",0.87461780446704,0.893810356576823,FALSE
"40","smoking.current",0.752819033512882,0.798217410251383,FALSE
"41","druguse",0.488017150202692,0.585930494960526,FALSE
"42","substanceuse",0.864398738393797,0.923096073431246,FALSE
"43","nugent_score_result",0.350760351672113,0.653640914433531,FALSE
"44","sexpartner",0.181455320415272,0.826584832232055,FALSE
"45","contramethnotactive___1",0.901753673637804,0.907411743704875,FALSE
"46","abnormaldischarge2wk",0.809694129455613,0.880309247639787,FALSE
"47","abnormaldischarge48",0.656587814064201,0.816905081325279,FALSE
"48","abnormalodor2wk",0.624104208285582,0.840958315695825,FALSE
"49","abnormalodor48",0.351100385209452,0.751623121793677,FALSE
"50","irritationdiscomfort2wk",0.787339984282861,0.881152339119949,FALSE
"51","irritationdiscomfort48",0.773141503762646,0.893149058551541,FALSE
"52","vaginalsymptomother2wk",0.160615166433094,0.714125374246597,FALSE
"53","rxdrug",0.771122305673354,0.819022321544291,FALSE
"54","antimicrodrug",0.501035320897692,0.695233727036594,FALSE
"55","vaginalintercourse48hr",0.714651666456058,0.801692677818128,FALSE
"56","t16",0.293857372069864,0.786590706063208,FALSE
"57","t18",0.0153469790735375,0.586326720075001,FALSE
"58","t26",0.144010593072554,0.617298913223264,FALSE
"59","t33",0.0245559799267338,0.711451975348742,FALSE
"60","t35",0.832364467609518,0.66345489338786,FALSE
"61","t42",0.233005783118145,0.775812300997865,FALSE
"62","t45",0.0142887691015669,0.586812987753609,FALSE
"63","t51",0.223064955038166,0.733743010680154,FALSE
"64","t52",1.99684209460254e-08,0.644296117293881,FALSE
"65","t53",0.0157024497292209,0.624516894724801,FALSE
"66","t54",0.0256419152046757,0.706543263452381,FALSE
"67","t56",0.218494319319052,0.786950226405206,FALSE
"68","t61",0.517482580986193,0.807187706038897,FALSE
"69","t62",0.645850599603334,0.830370145380635,FALSE
"70","t66",0.111346324208186,0.694168376041852,FALSE
"71","t67",0.0569145535155073,0.773115011640568,FALSE
"72","t68",0.0109236379577261,0.583954070293083,FALSE
"73","t70",0.0830631182315429,0.811404252338699,FALSE
"74","t71",0.00467942750781626,0.655856321067486,FALSE
"75","t72",0.300935582708191,0.653167337281222,FALSE
"76","t73",0.0116874634651896,0.586589624883233,FALSE
"77","t81",0.169661904511954,0.835560513630163,FALSE
"78","t83",0.0122897022502696,0.633771645537916,FALSE
"79","t84",0.247208436525994,0.745474456720458,FALSE
"80","t89",0.149349155111945,0.60899435616859,FALSE
"81","Number.of.Different.HPV.Types",0.019440321824273,0.831837378549001,FALSE
"82","Med.Duration",5.52606234701218e-08,0.772150963319622,FALSE
"83","Is.the.patient.antiretroviral.naive.",0.0689951217303327,0.650803048145534,FALSE
"84","HIV.Clade...Result",0.0969377479005325,0.857859962498231,FALSE
"85","Likely.mode.of.HIV.acquisition",0.236913415321859,0.857429416888647,FALSE
"86","Duration.of.HIV.Infection.",1.58657178541598e-10,0.778825814459447,FALSE
"87","CD4.Nadir.",1.73141936943263e-09,0.75784313417646,FALSE
"88","Highest.VL.Ever..",1.31160545805641e-08,0.785833451071392,FALSE
"89","CD4.",4.75678363962196e-08,0.735201368819062,FALSE
"90","VL..copies.mL..",0.000193910499794032,0.660604139512961,FALSE
"91","HCV.Antibody...Result",0.0158855461781669,0.848498168997313,FALSE
"92","HCV.PCR...Result",0.597449093363266,0.929086105361989,FALSE
"93","HBV.sAb...Result",0.407044904162627,0.921352048579648,FALSE
"94","HBV.sAg...Result",0.83013421966045,0.885768642103467,FALSE
"95","HBV.cAb...Result",0.727959341590916,0.928988878161605,FALSE
"96","study_arm",0.0491341346804343,0.00631864257425364,TRUE
