"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106"
"43","Alpharetrovirus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Coxsackievirus B1",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,58,0,0
"45","Herpesviridae",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Human papillomavirus type 107",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Panine herpesvirus 2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Gammaretrovirus",0,0,0,0,17,0,0,0,1,0,15,0,6,0,0,0,2,4,0,1,0
"49","Alcelaphine herpesvirus 2",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"50","Bell pepper mottle virus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Los Azufres archaeal virus 2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Ranid herpesvirus 2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Suid herpesvirus 1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","unclassified phages",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Acanthocystis turfacea Chlorella virus 1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Tobacco mild green mosaic virus",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Coccolithovirus",0,0,0,0,0,4,0,0,2,1,0,1,9,1,2,0,0,0,1,0,1
"58","Tomato mottle mosaic virus",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Tomato mosaic virus",0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Tobamovirus",0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"61"," no RNA stage",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"62","Andrias davidianus ranavirus",0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,7
"63","dsDNA viruses",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"64","Equid herpesvirus 2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Euproctis pseudoconspersa nucleopolyhedrovirus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66","Pandoravirus dulcis",0,0,0,0,0,0,0,0,1,0,1,0,17,0,2,0,5,0,0,2,1
"67","Pestivirus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"68","Pigeon adenovirus 1",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"69","Adenoviridae",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"70","Alphabaculovirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"71","Bacillus phage JBP901",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"72","Canine papillomavirus 7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"73","Cellulophaga phage phi14:2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"74","Deerpox virus W-848-83",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"75","Falconid herpesvirus 1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"76","Orgyia leucostigma NPV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"77","Viruses",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"78","Enterococcus phage EFLK1",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"79","Paramecium bursaria Chlorella virus FR483",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"80","Paramecium bursaria chlorella virus MT325",0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
"81","Rose rosette virus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82","Echovirus E11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83","Echovirus E6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,0
"84","Lymantria dispar multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"85","Tobacco mosaic virus",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"86","Chlorovirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"87","Cotesia congregata bracovirus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"88","Emiliania huxleyi virus 145",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"89","Emiliania huxleyi virus PS401",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"90","Human papillomavirus type 20",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"91","Murine adenovirus 1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"92","Phaeocystis globosa virus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0
"93","Spodoptera frugiperda ascovirus 1a",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"94","unclassified dsDNA viruses",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"95","Cyprinid herpesvirus 3",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,14
"96","Mimiviridae",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"97","White spot syndrome virus",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
"98","Bacillus phage G",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"99","Spodoptera frugiperda multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"100","Streptococcus phage 5093",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"101","Musca domestica salivary gland hypertrophy virus",0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0
"102","Acinetobacter phage Ac42",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"103","Kirsten murine sarcoma virus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"104","Macacine herpesvirus 4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"105","Megavirus courdo11",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"106","Human mastadenovirus C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,15
"107","Thermoproteus tenax virus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
"108","Human papillomavirus type 89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
"109","Adoxophyes orana granulovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"110","Thin paspalum asymptomatic virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"111","Tupaiid herpesvirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"112","FBJ murine osteosarcoma virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"113","Pepper mild mottle virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"114","Pithovirus sibericum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"115","Gryllus bimaculatus nudivirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"116","Picovirinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"117","Coxsackievirus B5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"118","Coxsackievirus B6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"119","Echovirus E14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"120","Echovirus E24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"121","Echovirus E30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"122","Enterovirus B73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"123","environmental samples",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"124","Enterobacteria phage JenP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"125","Enterovirus B81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"126","Enterovirus B83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"127","Echovirus E25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
"128","Bovine viral diarrhea virus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"129","Circoviridae 11 LDMD-2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"130","Beet soil-borne virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"131","Erwinia phage Ea35-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"132","Orthopoxvirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"133","Pseudomonas phage OBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"134","Rhizobium phage RR1-A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"135","Shewanella sp. phage 1/44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
